,mouse_id,region,treatment,sex,time,density
10948,13,BST,saline,M,4h,5.967023246030811
10949,14,BST,morphine,M,1h,217.7963484801246
10950,15,BST,morphine,F,4h,102.9311509940315
10951,16,BST,saline,F,4h,54.44908712003115
10952,17,BST,morphine,M,1h,36.54801738193872
10953,18,BST,saline,M,1h,0.7458779057538514
10954,19,BST,morphine,F,1h,195.42001130750907
10955,20,BST,morphine,F,1h,129.0368776954163
10956,21,BST,morphine,F,1h,35.05626157043102
10957,22,BST,morphine,M,4h,5.967023246030811
10958,23,BST,morphine,M,4h,3.729389528769257
10959,24,BST,saline,F,1h,0.7458779057538514
10960,25,BST,saline,F,4h,70.85840104661588
10961,26,BST,saline,F,4h,10.44229068055392
10962,0,BAC,morphine,M,1h,0.0
10963,1,BAC,morphine,M,4h,0.0
10964,2,BAC,saline,M,1h,0.0
10965,3,BAC,saline,M,4h,0.0
10966,4,BAC,morphine,F,4h,1933.9865910263022
10967,5,BAC,saline,F,4h,386.79731820526047
10968,6,BAC,morphine,M,1h,0.0
10969,7,BAC,morphine,M,4h,515.7297576070139
10970,8,BAC,saline,M,4h,0.0
10971,9,BAC,morphine,F,4h,0.0
10972,10,BAC,saline,F,1h,1031.4595152140278
10973,11,BAC,saline,M,1h,0.0
10974,12,BAC,morphine,M,1h,0.0
10975,13,BAC,saline,M,4h,0.0
10976,14,BAC,morphine,M,1h,902.5270758122743
10977,15,BAC,morphine,F,4h,0.0
10978,16,BAC,saline,F,4h,0.0
10979,17,BAC,morphine,M,1h,0.0
10980,18,BAC,saline,M,1h,0.0
10981,19,BAC,morphine,F,1h,128.93243940175347
10982,20,BAC,morphine,F,1h,386.79731820526047
10983,21,BAC,morphine,F,1h,0.0
10984,22,BAC,morphine,M,4h,0.0
10985,23,BAC,morphine,M,4h,0.0
10986,24,BAC,saline,F,1h,0.0
10987,25,BAC,saline,F,4h,128.93243940175347
10988,26,BAC,saline,F,4h,0.0
10989,0,BS,morphine,M,1h,126.22216258325363
10990,1,BS,morphine,M,4h,54.107128043188155
10991,2,BS,saline,M,1h,131.2266757366239
10992,3,BS,saline,M,4h,119.7746814706616
10993,4,BS,morphine,F,4h,182.73979779531513
10994,5,BS,saline,F,4h,64.57490138898761
10995,6,BS,morphine,M,1h,219.83158111704438
10996,7,BS,morphine,M,4h,72.45700960554578
10997,8,BS,saline,M,4h,58.50275876289837
10998,9,BS,morphine,F,4h,25.33951826656476
10999,10,BS,saline,F,1h,183.4154070710201
11000,11,BS,saline,M,1h,8.64112604481932
11001,12,BS,morphine,M,1h,48.777321534848824
11002,13,BS,saline,M,4h,34.87311582373511
11003,14,BS,morphine,M,1h,332.1578788444399
11004,15,BS,morphine,F,4h,122.61891311282704
11005,16,BS,saline,F,4h,51.855097124171536
11006,17,BS,morphine,M,1h,51.46307692715753
11007,18,BS,saline,M,1h,22.712148861045375
11008,19,BS,morphine,F,1h,184.0910163467251
11009,20,BS,morphine,F,1h,82.82469268827784
11010,21,BS,morphine,F,1h,58.06069343435066
11011,22,BS,morphine,M,4h,343.5014419920792
11012,23,BS,morphine,M,4h,163.29726419447167
11013,24,BS,saline,F,1h,119.30759357634705
11014,25,BS,saline,F,4h,89.31387807714795
11015,26,BS,saline,F,4h,18.758583469882865
11016,0,IB,morphine,M,1h,130.22538518949514
11017,1,IB,morphine,M,4h,9.33000054063266
11018,2,IB,saline,M,1h,19.364683901554795
11019,3,IB,saline,M,4h,37.12269097284959
11020,4,IB,morphine,F,4h,353.3561534059548
11021,5,IB,saline,F,4h,104.4621812797119
11022,6,IB,morphine,M,1h,320.51793398046516
11023,7,IB,morphine,M,4h,130.16901056387198
11024,8,IB,saline,M,4h,122.67118535599195
11025,9,IB,morphine,F,4h,7.131390141329495
11026,10,IB,saline,F,1h,367.4216224989327
11027,11,IB,saline,M,1h,12.82522732926846
11028,12,IB,morphine,M,1h,41.604473709890655
11029,13,IB,saline,M,4h,24.973959151059024
11030,14,IB,morphine,M,1h,339.6289320667158
11031,15,IB,morphine,F,4h,178.14381696917948
11032,16,IB,saline,F,4h,35.23414101447379
11033,17,IB,morphine,M,1h,78.9244758724213
11034,18,IB,saline,M,1h,10.654804242776875
11035,19,IB,morphine,F,1h,244.8068117685639
11036,20,IB,morphine,F,1h,91.52420469919711
11037,21,IB,morphine,F,1h,89.18465773583605
11038,22,IB,morphine,M,4h,440.76501043466135
11039,23,IB,morphine,M,4h,223.07439359083648
11040,24,IB,saline,F,1h,273.78336933886715
11041,25,IB,saline,F,4h,159.90662558008785
11042,26,IB,saline,F,4h,32.92278136392431
11043,0,TH,morphine,M,1h,224.56501564112844
11044,1,TH,morphine,M,4h,6.0173362416467535
11045,2,TH,saline,M,1h,33.29263904189802
11046,3,TH,saline,M,4h,64.80967066822815
11047,4,TH,morphine,F,4h,149.34831262054402
11048,5,TH,saline,F,4h,40.00048927848785
11049,6,TH,morphine,M,1h,129.07679462614388
11050,7,TH,morphine,M,4h,90.90123519143415
11051,8,TH,saline,M,4h,54.40263831587188
11052,9,TH,morphine,F,4h,2.8113784079824997
11053,10,TH,saline,F,1h,186.29081134999828
11054,11,TH,saline,M,1h,2.3674765540905263
11055,12,TH,morphine,M,1h,11.640093057611754
11056,13,TH,saline,M,4h,19.630326427667278
11057,14,TH,morphine,M,1h,116.20364086327666
11058,15,TH,morphine,F,4h,53.564157036298155
11059,16,TH,saline,F,4h,22.688316976700875
11060,17,TH,morphine,M,1h,7.940910941845306
11061,18,TH,saline,M,1h,14.59943875022491
11062,19,TH,morphine,F,1h,42.269320976157935
11063,20,TH,morphine,F,1h,35.70943802419877
11064,21,TH,morphine,F,1h,16.572335878633684
11065,22,TH,morphine,M,4h,62.195581973086526
11066,23,TH,morphine,M,4h,8.532780080367937
11067,24,TH,saline,F,1h,30.6785503467564
11068,25,TH,saline,F,4h,140.6675652555454
11069,26,TH,saline,F,4h,20.271517994400128
11070,0,DORsm,morphine,M,1h,258.35515481401274
11071,1,DORsm,morphine,M,4h,0.2993686614299105
11072,2,DORsm,saline,M,1h,29.18844448941627
11073,3,DORsm,saline,M,4h,6.28674189002812
11074,4,DORsm,morphine,F,4h,85.02069984609457
11075,5,DORsm,saline,F,4h,13.022536772201105
11076,6,DORsm,morphine,M,1h,74.84216535747761
11077,7,DORsm,morphine,M,4h,46.40214252163612
11078,8,DORsm,saline,M,4h,9.879165827187045
11079,9,DORsm,morphine,F,4h,0.598737322859821
11080,10,DORsm,saline,F,1h,118.9990429183894
11081,11,DORsm,saline,M,1h,3.44273960644397
11082,12,DORsm,morphine,M,1h,11.376009134336597
11083,13,DORsm,saline,M,4h,12.57348378005624
11084,14,DORsm,morphine,M,1h,52.38951575023433
11085,15,DORsm,morphine,F,4h,60.62215393955687
11086,16,DORsm,saline,F,4h,25.296651890827434
11087,17,DORsm,morphine,M,1h,1.347158976434597
11088,18,DORsm,saline,M,1h,5.837688897883254
11089,19,DORsm,morphine,F,1h,23.799808583677883
11090,20,DORsm,morphine,F,1h,32.03244677300042
11091,21,DORsm,morphine,F,1h,14.220011417920746
11092,22,DORsm,morphine,M,4h,26.643810867262033
11093,23,DORsm,morphine,M,4h,17.513066693649762
11094,24,DORsm,saline,F,1h,6.88547921288794
11095,25,DORsm,saline,F,4h,232.31008126961052
11096,26,DORsm,saline,F,4h,30.53560346585087
11097,0,VENT,morphine,M,1h,272.2338733838815
11098,1,VENT,morphine,M,4h,0.20577012349499732
11099,2,VENT,saline,M,1h,28.39627704230963
11100,3,VENT,saline,M,4h,1.234620740969984
11101,4,VENT,morphine,F,4h,61.731037048499196
11102,5,VENT,saline,F,4h,8.025034816304895
11103,6,VENT,morphine,M,1h,50.00214000928435
11104,7,VENT,morphine,M,4h,24.486644695904683
11105,8,VENT,saline,M,4h,6.790414075334912
11106,9,VENT,morphine,F,4h,0.0
11107,10,VENT,saline,F,1h,21.400092843479722
11108,11,VENT,saline,M,1h,3.292321975919957
11109,12,VENT,morphine,M,1h,1.851931111454976
11110,13,VENT,saline,M,4h,3.292321975919957
11111,14,VENT,morphine,M,1h,13.78659827416482
11112,15,VENT,morphine,F,4h,43.21172593394944
11113,16,VENT,saline,F,4h,12.757747656689835
11114,17,VENT,morphine,M,1h,1.0288506174749867
11115,18,VENT,saline,M,1h,3.292321975919957
11116,19,VENT,morphine,F,1h,5.967333581354922
11117,20,VENT,morphine,F,1h,8.43657506329489
11118,21,VENT,morphine,F,1h,2.8807817289299624
11119,22,VENT,morphine,M,4h,16.461609879599788
11120,23,VENT,morphine,M,4h,2.6750116054349653
11121,24,VENT,saline,F,1h,1.234620740969984
11122,25,VENT,saline,F,4h,301.2474607966761
11123,26,VENT,saline,F,4h,36.21554173511953
11124,0,VAL,morphine,M,1h,343.92272631584103
11125,1,VAL,morphine,M,4h,0.0
11126,2,VAL,saline,M,1h,67.31583611164147
11127,3,VAL,saline,M,4h,1.223924292938936
11128,4,VAL,morphine,F,4h,47.733047424618505
11129,5,VAL,saline,F,4h,6.11962146469468
11130,6,VAL,morphine,M,1h,37.94165308110701
11131,7,VAL,morphine,M,4h,20.80671297996191
11132,8,VAL,saline,M,4h,1.223924292938936
11133,9,VAL,morphine,F,4h,0.0
11134,10,VAL,saline,F,1h,19.582788687022976
11135,11,VAL,saline,M,1h,2.447848585877872
11136,12,VAL,morphine,M,1h,0.0
11137,13,VAL,saline,M,4h,2.447848585877872
11138,14,VAL,morphine,M,1h,3.671772878816808
11139,15,VAL,morphine,F,4h,0.0
11140,16,VAL,saline,F,4h,0.0
11141,17,VAL,morphine,M,1h,1.223924292938936
11142,18,VAL,saline,M,1h,0.0
11143,19,VAL,morphine,F,1h,7.343545757633616
11144,20,VAL,morphine,F,1h,0.0
11145,21,VAL,morphine,F,1h,0.0
11146,22,VAL,morphine,M,4h,0.0
11147,23,VAL,morphine,M,4h,3.671772878816808
11148,24,VAL,saline,F,1h,0.0
11149,25,VAL,saline,F,4h,162.7819309608785
11150,26,VAL,saline,F,4h,30.5981073234734
11151,0,VM,morphine,M,1h,12.920870435971704
11152,1,VM,morphine,M,4h,0.0
11153,2,VM,saline,M,1h,0.0
11154,3,VM,saline,M,4h,0.0
11155,4,VM,morphine,F,4h,77.52522261583023
11156,5,VM,saline,F,4h,3.230217608992926
11157,6,VM,morphine,M,1h,88.29261464580665
11158,7,VM,morphine,M,4h,26.91848007494105
11159,8,VM,saline,M,4h,5.38369601498821
11160,9,VM,morphine,F,4h,0.0
11161,10,VM,saline,F,1h,19.381305653957558
11162,11,VM,saline,M,1h,7.537174420983494
11163,12,VM,morphine,M,1h,0.0
11164,13,VM,saline,M,4h,3.230217608992926
11165,14,VM,morphine,M,1h,20.458044856955198
11166,15,VM,morphine,F,4h,44.146307322903326
11167,16,VM,saline,F,4h,12.920870435971704
11168,17,VM,morphine,M,1h,0.0
11169,18,VM,saline,M,1h,0.0
11170,19,VM,morphine,F,1h,2.153478405995284
11171,20,VM,morphine,F,1h,0.0
11172,21,VM,morphine,F,1h,3.230217608992926
11173,22,VM,morphine,M,4h,4.306956811990568
11174,23,VM,morphine,M,4h,0.0
11175,24,VM,saline,F,1h,3.230217608992926
11176,25,VM,saline,F,4h,307.9474120573256
11177,26,VM,saline,F,4h,20.458044856955198
11178,0,VP,morphine,M,1h,352.8063629333168
11179,1,VP,morphine,M,4h,0.35280636293331674
11180,2,VP,saline,M,1h,28.577315397598657
11181,3,VP,saline,M,4h,1.7640318146665839
11182,4,VP,morphine,F,4h,41.27834446319806
11183,5,VP,saline,F,4h,7.0561272586663355
11184,6,VP,morphine,M,1h,21.87399450186564
11185,7,VP,morphine,M,4h,14.112254517332671
11186,8,VP,saline,M,4h,5.644901806933068
11187,9,VP,morphine,F,4h,0.0
11188,10,VP,saline,F,1h,9.525771799199553
11189,11,VP,saline,M,1h,1.0584190887999503
11190,12,VP,morphine,M,1h,1.7640318146665839
11191,13,VP,saline,M,4h,2.1168381775999006
11192,14,VP,morphine,M,1h,1.7640318146665839
11193,15,VP,morphine,F,4h,37.04466810799826
11194,16,VP,saline,F,4h,14.112254517332671
11195,17,VP,morphine,M,1h,0.7056127258666335
11196,18,VP,saline,M,1h,5.644901806933068
11197,19,VP,morphine,F,1h,0.35280636293331674
11198,20,VP,morphine,F,1h,4.233676355199801
11199,21,VP,morphine,F,1h,0.0
11200,22,VP,morphine,M,4h,26.813283582932076
11201,23,VP,morphine,M,4h,3.5280636293331677
11202,24,VP,saline,F,1h,1.0584190887999503
11203,25,VP,saline,F,4h,365.8601983618495
11204,26,VP,saline,F,4h,45.86482718133118
11205,0,VPL,morphine,M,1h,495.6182323558768
11206,1,VPL,morphine,M,4h,0.0
11207,2,VPL,saline,M,1h,17.129662408613253
11208,3,VPL,saline,M,4h,0.0
11209,4,VPL,morphine,F,4h,10.277797445167952
11210,5,VPL,saline,F,4h,2.2839549878151004
11211,6,VPL,morphine,M,1h,6.8518649634453
11212,7,VPL,morphine,M,4h,4.567909975630201
11213,8,VPL,saline,M,4h,4.567909975630201
11214,9,VPL,morphine,F,4h,0.0
11215,10,VPL,saline,F,1h,1.1419774939075502
11216,11,VPL,saline,M,1h,1.1419774939075502
11217,12,VPL,morphine,M,1h,0.0
11218,13,VPL,saline,M,4h,3.42593248172265
11219,14,VPL,morphine,M,1h,2.2839549878151004
11220,15,VPL,morphine,F,4h,0.0
11221,16,VPL,saline,F,4h,0.0
11222,17,VPL,morphine,M,1h,0.0
11223,18,VPL,saline,M,1h,15.987684914705701
11224,19,VPL,morphine,F,1h,0.0
11225,20,VPL,morphine,F,1h,0.0
11226,21,VPL,morphine,F,1h,0.0
11227,22,VPL,morphine,M,4h,57.0988746953775
11228,23,VPL,morphine,M,4h,2.2839549878151004
11229,24,VPL,saline,F,1h,1.1419774939075502
11230,25,VPL,saline,F,4h,524.1676697035655
11231,26,VPL,saline,F,4h,57.0988746953775
11232,0,VPLpc,morphine,M,1h,0.0
11233,1,VPLpc,morphine,M,4h,0.0
11234,2,VPLpc,saline,M,1h,0.0
11235,3,VPLpc,saline,M,4h,0.0
11236,4,VPLpc,morphine,F,4h,50.59499716668016
11237,5,VPLpc,saline,F,4h,10.118999433336032
11238,6,VPLpc,morphine,M,1h,101.18999433336032
11239,7,VPLpc,morphine,M,4h,30.356998300008097
11240,8,VPLpc,saline,M,4h,0.0
11241,9,VPLpc,morphine,F,4h,0.0
11242,10,VPLpc,saline,F,1h,20.237998866672065
11243,11,VPLpc,saline,M,1h,0.0
11244,12,VPLpc,morphine,M,1h,0.0
11245,13,VPLpc,saline,M,4h,0.0
11246,14,VPLpc,morphine,M,1h,0.0
11247,15,VPLpc,morphine,F,4h,91.07099490002429
11248,16,VPLpc,saline,F,4h,10.118999433336032
11249,17,VPLpc,morphine,M,1h,0.0
11250,18,VPLpc,saline,M,1h,0.0
11251,19,VPLpc,morphine,F,1h,0.0
11252,20,VPLpc,morphine,F,1h,0.0
11253,21,VPLpc,morphine,F,1h,0.0
11254,22,VPLpc,morphine,M,4h,20.237998866672065
11255,23,VPLpc,morphine,M,4h,0.0
11256,24,VPLpc,saline,F,1h,0.0
11257,25,VPLpc,saline,F,4h,344.0459807334251
11258,26,VPLpc,saline,F,4h,40.47599773334413
11259,0,VPM,morphine,M,1h,344.1440784113434
11260,1,VPM,morphine,M,4h,0.6080284070871791
11261,2,VPM,saline,M,1h,39.521846460666644
11262,3,VPM,saline,M,4h,3.0401420354358955
11263,4,VPM,morphine,F,4h,9.728454513394865
11264,5,VPM,saline,F,4h,10.336482920482045
11265,6,VPM,morphine,M,1h,10.944511327569224
11266,7,VPM,morphine,M,4h,11.552539734656403
11267,8,VPM,saline,M,4h,6.68831247795897
11268,9,VPM,morphine,F,4h,0.0
11269,10,VPM,saline,F,1h,2.4321136283487164
11270,11,VPM,saline,M,1h,0.6080284070871791
11271,12,VPM,morphine,M,1h,0.6080284070871791
11272,13,VPM,saline,M,4h,0.6080284070871791
11273,14,VPM,morphine,M,1h,0.6080284070871791
11274,15,VPM,morphine,F,4h,0.0
11275,16,VPM,saline,F,4h,1.2160568141743582
11276,17,VPM,morphine,M,1h,1.2160568141743582
11277,18,VPM,saline,M,1h,1.2160568141743582
11278,19,VPM,morphine,F,1h,0.6080284070871791
11279,20,VPM,morphine,F,1h,0.0
11280,21,VPM,morphine,F,1h,0.0
11281,22,VPM,morphine,M,4h,14.592681770092298
11282,23,VPM,morphine,M,4h,4.864227256697433
11283,24,VPM,saline,F,1h,1.2160568141743582
11284,25,VPM,saline,F,4h,321.03899894203056
11285,26,VPM,saline,F,4h,44.99410212445125
11286,0,VPMpc,morphine,M,1h,0.0
11287,1,VPMpc,morphine,M,4h,0.0
11288,2,VPMpc,saline,M,1h,4.64558808499568
11289,3,VPMpc,saline,M,4h,0.0
11290,4,VPMpc,morphine,F,4h,404.16616339462416
11291,5,VPMpc,saline,F,4h,0.0
11292,6,VPMpc,morphine,M,1h,130.07646637987904
11293,7,VPMpc,morphine,M,4h,65.03823318993952
11294,8,VPMpc,saline,M,4h,4.64558808499568
11295,9,VPMpc,morphine,F,4h,0.0
11296,10,VPMpc,saline,F,1h,92.9117616999136
11297,11,VPMpc,saline,M,1h,4.64558808499568
11298,12,VPMpc,morphine,M,1h,18.58235233998272
11299,13,VPMpc,saline,M,4h,9.29117616999136
11300,14,VPMpc,morphine,M,1h,9.29117616999136
11301,15,VPMpc,morphine,F,4h,445.97645615958527
11302,16,VPMpc,saline,F,4h,171.88675914484017
11303,17,VPMpc,morphine,M,1h,0.0
11304,18,VPMpc,saline,M,1h,0.0
11305,19,VPMpc,morphine,F,1h,0.0
11306,20,VPMpc,morphine,F,1h,55.74705701994816
11307,21,VPMpc,morphine,F,1h,0.0
11308,22,VPMpc,morphine,M,4h,0.0
11309,23,VPMpc,morphine,M,4h,0.0
11310,24,VPMpc,saline,F,1h,0.0
11311,25,VPMpc,saline,F,4h,74.32940935993088
11312,26,VPMpc,saline,F,4h,9.29117616999136
11313,0,PoT,morphine,M,1h,107.29536984713988
11314,1,PoT,morphine,M,4h,0.0
11315,2,PoT,saline,M,1h,7.153024656475992
11316,3,PoT,saline,M,4h,0.0
11317,4,PoT,morphine,F,4h,257.5088876331357
11318,5,PoT,saline,F,4h,39.341635610617956
11319,6,PoT,morphine,M,1h,243.20283832018373
11320,7,PoT,morphine,M,4h,132.33095614480584
11321,8,PoT,saline,M,4h,39.341635610617956
11322,9,PoT,morphine,F,4h,0.0
11323,10,PoT,saline,F,1h,153.79003011423382
11324,11,PoT,saline,M,1h,14.306049312951984
11325,12,PoT,morphine,M,1h,14.306049312951984
11326,13,PoT,saline,M,4h,17.88256164118998
11327,14,PoT,morphine,M,1h,143.06049312951984
11328,15,PoT,morphine,F,4h,228.89678900723175
11329,16,PoT,saline,F,4h,35.76512328237996
11330,17,PoT,morphine,M,1h,7.153024656475992
11331,18,PoT,saline,M,1h,0.0
11332,19,PoT,morphine,F,1h,71.53024656475992
11333,20,PoT,morphine,F,1h,103.71885751890188
11334,21,PoT,morphine,F,1h,39.341635610617956
11335,22,PoT,morphine,M,4h,0.0
11336,23,PoT,morphine,M,4h,0.0
11337,24,PoT,saline,F,1h,0.0
11338,25,PoT,saline,F,4h,28.61209862590397
11339,26,PoT,saline,F,4h,7.153024656475992
11340,0,SPF,morphine,M,1h,24.391195753980647
11341,1,SPF,morphine,M,4h,0.0
11342,2,SPF,saline,M,1h,0.0
11343,3,SPF,saline,M,4h,0.0
11344,4,SPF,morphine,F,4h,482.9456759288168
11345,5,SPF,saline,F,4h,112.19950046831097
11346,6,SPF,morphine,M,1h,448.7980018732439
11347,7,SPF,morphine,M,4h,302.45082734936
11348,8,SPF,saline,M,4h,19.512956603184517
11349,9,SPF,morphine,F,4h,0.0
11350,10,SPF,saline,F,1h,1541.5235716515767
11351,11,SPF,saline,M,1h,0.0
11352,12,SPF,morphine,M,1h,156.10365282547613
11353,13,SPF,saline,M,4h,131.7124570714955
11354,14,SPF,morphine,M,1h,341.47674055572907
11355,15,SPF,morphine,F,4h,453.67624102404
11356,16,SPF,saline,F,4h,151.22541367468
11357,17,SPF,morphine,M,1h,0.0
11358,18,SPF,saline,M,1h,4.878239150796129
11359,19,SPF,morphine,F,1h,190.25132688104904
11360,20,SPF,morphine,F,1h,346.35497970652517
11361,21,SPF,morphine,F,1h,136.59069622229163
11362,22,SPF,morphine,M,4h,0.0
11363,23,SPF,morphine,M,4h,0.0
11364,24,SPF,saline,F,1h,0.0
11365,25,SPF,saline,F,4h,48.78239150796129
11366,26,SPF,saline,F,4h,14.634717452388387
11367,0,SPFm,morphine,M,1h,0.0
11368,1,SPFm,morphine,M,4h,0.0
11369,2,SPFm,saline,M,1h,0.0
11370,3,SPFm,saline,M,4h,0.0
11371,4,SPFm,morphine,F,4h,1198.7327682164569
11372,5,SPFm,saline,F,4h,156.97691012358365
11373,6,SPFm,morphine,M,1h,984.673345320661
11374,7,SPFm,morphine,M,4h,485.201358563804
11375,8,SPFm,saline,M,4h,0.0
11376,9,SPFm,morphine,F,4h,0.0
11377,10,SPFm,saline,F,1h,3938.693381282644
11378,11,SPFm,saline,M,1h,0.0
11379,12,SPFm,morphine,M,1h,57.08251277221223
11380,13,SPFm,saline,M,4h,185.51816650968976
11381,14,SPFm,morphine,M,1h,684.9901532665468
11382,15,SPFm,morphine,F,4h,399.57758940548564
11383,16,SPFm,saline,F,4h,242.600679281902
11384,17,SPFm,morphine,M,1h,0.0
11385,18,SPFm,saline,M,1h,0.0
11386,19,SPFm,morphine,F,1h,185.51816650968976
11387,20,SPFm,morphine,F,1h,570.8251277221224
11388,21,SPFm,morphine,F,1h,256.8713074749551
11389,22,SPFm,morphine,M,4h,0.0
11390,23,SPFm,morphine,M,4h,0.0
11391,24,SPFm,saline,F,1h,0.0
11392,25,SPFm,saline,F,4h,57.08251277221223
11393,26,SPFm,saline,F,4h,0.0
11394,0,SPFp,morphine,M,1h,37.05954728057043
11395,1,SPFp,morphine,M,4h,0.0
11396,2,SPFp,saline,M,1h,0.0
11397,3,SPFp,saline,M,4h,0.0
11398,4,SPFp,morphine,F,4h,111.17864184171128
11399,5,SPFp,saline,F,4h,88.94291347336902
11400,6,SPFp,morphine,M,1h,170.47391749062396
11401,7,SPFp,morphine,M,4h,207.5334647711944
11402,8,SPFp,saline,M,4h,29.64763782445634
11403,9,SPFp,morphine,F,4h,0.0
11404,10,SPFp,saline,F,1h,296.4763782445634
11405,11,SPFp,saline,M,1h,0.0
11406,12,SPFp,morphine,M,1h,207.5334647711944
11407,13,SPFp,saline,M,4h,103.7667323855972
11408,14,SPFp,morphine,M,1h,163.06200803450986
11409,15,SPFp,morphine,F,4h,481.77411464741556
11410,16,SPFp,saline,F,4h,103.7667323855972
11411,17,SPFp,morphine,M,1h,0.0
11412,18,SPFp,saline,M,1h,7.411909456114085
11413,19,SPFp,morphine,F,1h,192.7096458589662
11414,20,SPFp,morphine,F,1h,229.76919313953664
11415,21,SPFp,morphine,F,1h,74.11909456114086
11416,22,SPFp,morphine,M,4h,0.0
11417,23,SPFp,morphine,M,4h,0.0
11418,24,SPFp,saline,F,1h,0.0
11419,25,SPFp,saline,F,4h,44.47145673668451
11420,26,SPFp,saline,F,4h,22.235728368342254
11421,0,SPA,morphine,M,1h,158.33760593539827
11422,1,SPA,morphine,M,4h,0.0
11423,2,SPA,saline,M,1h,0.0
11424,3,SPA,saline,M,4h,15.079771993847453
11425,4,SPA,morphine,F,4h,520.2521337877372
11426,5,SPA,saline,F,4h,45.23931598154236
11427,6,SPA,morphine,M,1h,354.3746418554152
11428,7,SPA,morphine,M,4h,324.21509786772026
11429,8,SPA,saline,M,4h,37.69942998461863
11430,9,SPA,morphine,F,4h,0.0
11431,10,SPA,saline,F,1h,2525.8618089694482
11432,11,SPA,saline,M,1h,0.0
11433,12,SPA,morphine,M,1h,30.159543987694907
11434,13,SPA,saline,M,4h,60.31908797538981
11435,14,SPA,morphine,M,1h,459.93304581234736
11436,15,SPA,morphine,F,4h,512.7122477908134
11437,16,SPA,saline,F,4h,482.5527038031185
11438,17,SPA,morphine,M,1h,7.539885996923727
11439,18,SPA,saline,M,1h,0.0
11440,19,SPA,morphine,F,1h,271.43589588925414
11441,20,SPA,morphine,F,1h,542.8717917785083
11442,21,SPA,morphine,F,1h,173.4173779292457
11443,22,SPA,morphine,M,4h,678.5897397231354
11444,23,SPA,morphine,M,4h,0.0
11445,24,SPA,saline,F,1h,226.1965799077118
11446,25,SPA,saline,F,4h,196.0370359200169
11447,26,SPA,saline,F,4h,0.0
11448,0,PP,morphine,M,1h,572.419207117624
11449,1,PP,morphine,M,4h,0.0
11450,2,PP,saline,M,1h,0.0
11451,3,PP,saline,M,4h,49.06450346722492
11452,4,PP,morphine,F,4h,278.0321863142745
11453,5,PP,saline,F,4h,81.77417244537486
11454,6,PP,morphine,M,1h,523.3547036503991
11455,7,PP,morphine,M,4h,163.54834489074972
11456,8,PP,saline,M,4h,16.35483448907497
11457,9,PP,morphine,F,4h,0.0
11458,10,PP,saline,F,1h,98.12900693444983
11459,11,PP,saline,M,1h,0.0
11460,12,PP,morphine,M,1h,343.4515242705744
11461,13,PP,saline,M,4h,16.35483448907497
11462,14,PP,morphine,M,1h,1030.3545728117233
11463,15,PP,morphine,F,4h,278.0321863142745
11464,16,PP,saline,F,4h,49.06450346722492
11465,17,PP,morphine,M,1h,0.0
11466,18,PP,saline,M,1h,32.70966897814994
11467,19,PP,morphine,F,1h,572.419207117624
11468,20,PP,morphine,F,1h,310.7418552924245
11469,21,PP,morphine,F,1h,294.38702080334946
11470,22,PP,morphine,M,4h,65.41933795629988
11471,23,PP,morphine,M,4h,49.06450346722492
11472,24,PP,saline,F,1h,0.0
11473,25,PP,saline,F,4h,114.4838414235248
11474,26,PP,saline,F,4h,16.35483448907497
11475,0,GENd,morphine,M,1h,240.47758003614197
11476,1,GENd,morphine,M,4h,0.7031508188191286
11477,2,GENd,saline,M,1h,40.07959667269033
11478,3,GENd,saline,M,4h,21.797675383392985
11479,4,GENd,morphine,F,4h,58.36151796198767
11480,5,GENd,saline,F,4h,9.844111463467799
11481,6,GENd,morphine,M,1h,60.470970418445056
11482,7,GENd,morphine,M,4h,53.43946223025377
11483,8,GENd,saline,M,4h,16.172468832839957
11484,9,GENd,morphine,F,4h,2.812603275276514
11485,10,GENd,saline,F,1h,23.90712783985037
11486,11,GENd,saline,M,1h,4.9220557317338995
11487,12,GENd,morphine,M,1h,7.031508188191285
11488,13,GENd,saline,M,4h,22.500826202212114
11489,14,GENd,morphine,M,1h,62.58042287490244
11490,15,GENd,morphine,F,4h,11.953563919925186
11491,16,GENd,saline,F,4h,6.328357369372157
11492,17,GENd,morphine,M,1h,2.1094524564573858
11493,18,GENd,saline,M,1h,14.06301637638257
11494,19,GENd,morphine,F,1h,14.06301637638257
11495,20,GENd,morphine,F,1h,7.734659007010414
11496,21,GENd,morphine,F,1h,8.437809825829543
11497,22,GENd,morphine,M,4h,2.812603275276514
11498,23,GENd,morphine,M,4h,71.01823270073199
11499,24,GENd,saline,F,1h,7.031508188191285
11500,25,GENd,saline,F,4h,31.641786846860786
11501,26,GENd,saline,F,4h,16.875619651659086
11502,0,MG,morphine,M,1h,277.20463417561626
11503,1,MG,morphine,M,4h,0.0
11504,2,MG,saline,M,1h,41.43780613965398
11505,3,MG,saline,M,4h,34.29335680523088
11506,4,MG,morphine,F,4h,110.02451975011574
11507,5,MG,saline,F,4h,20.00445813638468
11508,6,MG,morphine,M,1h,121.4556386851927
11509,7,MG,morphine,M,4h,107.1667400163465
11510,8,MG,saline,M,4h,32.86446693834626
11511,9,MG,morphine,F,4h,4.28666960065386
11512,10,MG,saline,F,1h,42.8666960065386
11513,11,MG,saline,M,1h,10.00222906819234
