,mouse_id,region,treatment,sex,time,density
545,5,MOs5,saline,F,4h,40.90156783447644
546,6,MOs5,morphine,M,1h,186.59958514755738
547,7,MOs5,morphine,M,4h,81.58204611309084
548,8,MOs5,saline,M,4h,86.22492678619358
549,9,MOs5,morphine,F,4h,163.38518178204373
550,10,MOs5,saline,F,1h,99.26921058205363
551,11,MOs5,saline,M,1h,76.49698632826404
552,12,MOs5,morphine,M,1h,101.48010614067398
553,13,MOs5,saline,M,4h,12.823194239998019
554,14,MOs5,morphine,M,1h,180.18798802755836
555,15,MOs5,morphine,F,4h,48.63970228964766
556,16,MOs5,saline,F,4h,13.265373351722088
557,17,MOs5,morphine,M,1h,204.28674961652015
558,18,MOs5,saline,M,1h,14.591910686894296
559,19,MOs5,morphine,F,1h,166.9226146758363
560,20,MOs5,morphine,F,1h,221.0895558620348
561,21,MOs5,morphine,F,1h,77.38134455171217
562,22,MOs5,morphine,M,4h,236.3447352165152
563,23,MOs5,morphine,M,4h,780.8883113047069
564,24,MOs5,saline,F,1h,326.5492740082254
565,25,MOs5,saline,F,4h,44.66009028413103
566,26,MOs5,saline,F,4h,9.064671790343427
567,0,MOs6a,morphine,M,1h,240.56558145794523
568,1,MOs6a,morphine,M,4h,17.243337132475094
569,2,MOs6a,saline,M,1h,206.07890719299502
570,3,MOs6a,saline,M,4h,24.813582702830015
571,4,MOs6a,morphine,F,4h,230.89248989582504
572,5,MOs6a,saline,F,4h,14.299352744003736
573,6,MOs6a,morphine,M,1h,391.9704928650436
574,7,MOs6a,morphine,M,4h,40.3746430418929
575,8,MOs6a,saline,M,4h,31.963259074831882
576,9,MOs6a,morphine,F,4h,140.04954305156602
577,10,MOs6a,saline,F,1h,310.80063758290476
578,11,MOs6a,saline,M,1h,147.61978862192092
579,12,MOs6a,morphine,M,1h,119.86222153061955
580,13,MOs6a,saline,M,4h,1.2617075950591532
581,14,MOs6a,morphine,M,1h,353.69869581491594
582,15,MOs6a,morphine,F,4h,66.02936414142901
583,16,MOs6a,saline,F,4h,6.308537975295766
584,17,MOs6a,morphine,M,1h,242.66842744971046
585,18,MOs6a,saline,M,1h,32.80439747153798
586,19,MOs6a,morphine,F,1h,132.4792974812111
587,20,MOs6a,morphine,F,1h,163.1808489609838
588,21,MOs6a,morphine,F,1h,57.617980174368
589,22,MOs6a,morphine,M,4h,355.38097260832814
590,23,MOs6a,morphine,M,4h,1599.8452305350063
591,24,MOs6a,saline,F,1h,94.6280696294365
592,25,MOs6a,saline,F,4h,18.925613925887298
593,26,MOs6a,saline,F,4h,3.78512278517746
594,0,MOs6b,morphine,M,1h,40.7686244666105
595,1,MOs6b,morphine,M,4h,27.179082977740332
596,2,MOs6b,saline,M,1h,203.8431223330525
597,3,MOs6b,saline,M,4h,0.0
598,4,MOs6b,morphine,F,4h,163.074497866442
599,5,MOs6b,saline,F,4h,13.589541488870166
600,6,MOs6b,morphine,M,1h,231.02220531079283
601,7,MOs6b,morphine,M,4h,27.179082977740332
602,8,MOs6b,saline,M,4h,0.0
603,9,MOs6b,morphine,F,4h,0.0
604,10,MOs6b,saline,F,1h,27.179082977740332
605,11,MOs6b,saline,M,1h,0.0
606,12,MOs6b,morphine,M,1h,13.589541488870166
607,13,MOs6b,saline,M,4h,0.0
608,14,MOs6b,morphine,M,1h,489.223493599326
609,15,MOs6b,morphine,F,4h,0.0
610,16,MOs6b,saline,F,4h,0.0
611,17,MOs6b,morphine,M,1h,27.179082977740332
612,18,MOs6b,saline,M,1h,13.589541488870166
613,19,MOs6b,morphine,F,1h,40.7686244666105
614,20,MOs6b,morphine,F,1h,13.589541488870166
615,21,MOs6b,morphine,F,1h,13.589541488870166
616,22,MOs6b,morphine,M,4h,95.12679042209116
617,23,MOs6b,morphine,M,4h,869.7306552876906
618,24,MOs6b,saline,F,1h,0.0
619,25,MOs6b,saline,F,4h,13.589541488870166
620,26,MOs6b,saline,F,4h,0.0
621,0,SS,morphine,M,1h,511.0704418272847
622,1,SS,morphine,M,4h,460.8007260447548
623,2,SS,saline,M,1h,983.9959232010796
624,3,SS,saline,M,4h,329.2891472035333
625,4,SS,morphine,F,4h,158.0719958367672
626,5,SS,saline,F,4h,17.58689758123136
627,6,SS,morphine,M,1h,190.72480226744932
628,7,SS,morphine,M,4h,46.69831507917406
629,8,SS,saline,M,4h,35.56394818047639
630,9,SS,morphine,F,4h,80.94174535252726
631,10,SS,saline,F,1h,80.79168649944509
632,11,SS,saline,M,1h,54.98156376931033
633,12,SS,morphine,M,1h,51.95037493705031
634,13,SS,saline,M,4h,6.272460058835075
635,14,SS,morphine,M,1h,159.06238426710956
636,15,SS,morphine,F,4h,34.60357152075044
637,16,SS,saline,F,4h,5.132012775410517
638,17,SS,morphine,M,1h,63.41487131252878
639,18,SS,saline,M,1h,8.343272231369143
640,19,SS,morphine,F,1h,56.81228177691291
641,20,SS,morphine,F,1h,71.54806114958288
642,21,SS,morphine,F,1h,16.38642675657393
643,22,SS,morphine,M,4h,278.6592901736061
644,23,SS,morphine,M,4h,412.9619636821562
645,24,SS,saline,F,1h,53.54099877972141
646,25,SS,saline,F,4h,16.626520921505417
647,26,SS,saline,F,4h,11.824637622875693
648,0,SSp,morphine,M,1h,434.81842596470483
649,1,SSp,morphine,M,4h,448.85013631333396
650,2,SSp,saline,M,1h,943.3341927927376
651,3,SSp,saline,M,4h,270.38817800833493
652,4,SSp,morphine,F,4h,134.14479688132278
653,5,SSp,saline,F,4h,19.545637582401323
654,6,SSp,morphine,M,1h,166.61112962345888
655,7,SSp,morphine,M,4h,38.268300950806804
656,8,SSp,saline,M,4h,39.543910982500364
657,9,SSp,morphine,F,4h,81.55674460698826
658,10,SSp,saline,F,1h,73.28585375633001
659,11,SSp,saline,M,1h,51.106698689141986
660,12,SSp,morphine,M,1h,34.523768277125704
661,13,SSp,saline,M,4h,3.3741942773829656
662,14,SSp,morphine,M,1h,131.92276650353398
663,15,SSp,morphine,F,4h,19.751381135900285
664,16,SSp,saline,F,4h,3.2507481452835885
665,17,SSp,morphine,M,1h,44.60520239857481
666,18,SSp,saline,M,1h,8.805824089755545
667,19,SSp,morphine,F,1h,41.14871069979226
668,20,SSp,morphine,F,1h,62.58718897438403
669,21,SSp,morphine,F,1h,10.081434121449105
670,22,SSp,morphine,M,4h,135.66729917721509
671,23,SSp,morphine,M,4h,433.70741077581044
672,24,SSp,saline,F,1h,64.10969127027634
673,25,SSp,saline,F,4h,13.620223241631239
674,26,SSp,saline,F,4h,10.287177674948065
675,0,SSp-n,morphine,M,1h,216.62228228466952
676,1,SSp-n,morphine,M,4h,476.9664931038595
677,2,SSp-n,saline,M,1h,741.9478781615592
678,3,SSp-n,saline,M,4h,272.59959987810856
679,4,SSp-n,morphine,F,4h,119.24162327596487
680,5,SSp-n,saline,F,4h,11.924162327596488
681,6,SSp-n,morphine,M,1h,119.90407673860912
682,7,SSp-n,morphine,M,4h,35.441260251467334
683,8,SSp-n,saline,M,4h,27.16059196841422
684,9,SSp-n,morphine,F,4h,56.63977105608331
685,10,SSp-n,saline,F,1h,67.90147992103556
686,11,SSp-n,saline,M,1h,53.32750374286207
687,12,SSp-n,morphine,M,1h,5.2996277011539945
688,13,SSp-n,saline,M,4h,4.637174238509745
689,14,SSp-n,morphine,M,1h,63.92675914517006
690,15,SSp-n,morphine,F,4h,8.611895014375241
691,16,SSp-n,saline,F,4h,2.3185871192548726
692,17,SSp-n,morphine,M,1h,15.898883103461984
693,18,SSp-n,saline,M,1h,6.624534626442493
694,19,SSp-n,morphine,F,1h,14.573976178173485
695,20,SSp-n,morphine,F,1h,10.268028670985863
696,21,SSp-n,morphine,F,1h,2.6498138505769973
697,22,SSp-n,morphine,M,4h,90.42489765094003
698,23,SSp-n,morphine,M,4h,152.69552313949947
699,24,SSp-n,saline,F,1h,51.34014335492932
700,25,SSp-n,saline,F,4h,15.898883103461984
701,26,SSp-n,saline,F,4h,13.249069252884986
702,0,SSp-n1,morphine,M,1h,539.1688884711842
703,1,SSp-n1,morphine,M,4h,1211.8933731691754
704,2,SSp-n1,saline,M,1h,1926.6631381607913
705,3,SSp-n1,saline,M,4h,524.3293777793167
706,4,SSp-n1,morphine,F,4h,24.73251781977909
707,5,SSp-n1,saline,F,4h,0.0
708,6,SSp-n1,morphine,M,1h,4.946503563955818
709,7,SSp-n1,morphine,M,4h,2.473251781977909
710,8,SSp-n1,saline,M,4h,2.473251781977909
711,9,SSp-n1,morphine,F,4h,2.473251781977909
712,10,SSp-n1,saline,F,1h,0.0
713,11,SSp-n1,saline,M,1h,7.419755345933727
714,12,SSp-n1,morphine,M,1h,2.473251781977909
715,13,SSp-n1,saline,M,4h,0.0
716,14,SSp-n1,morphine,M,1h,2.473251781977909
717,15,SSp-n1,morphine,F,4h,4.946503563955818
718,16,SSp-n1,saline,F,4h,0.0
719,17,SSp-n1,morphine,M,1h,0.0
720,18,SSp-n1,saline,M,1h,4.946503563955818
721,19,SSp-n1,morphine,F,1h,14.839510691867455
722,20,SSp-n1,morphine,F,1h,17.312762473845364
723,21,SSp-n1,morphine,F,1h,2.473251781977909
724,22,SSp-n1,morphine,M,4h,252.27168176174672
725,23,SSp-n1,morphine,M,4h,0.0
726,24,SSp-n1,saline,F,1h,291.8437102733933
727,25,SSp-n1,saline,F,4h,4.946503563955818
728,26,SSp-n1,saline,F,4h,7.419755345933727
729,0,SSp-n2/3,morphine,M,1h,379.1330179612317
730,1,SSp-n2/3,morphine,M,4h,1143.6399266073367
731,2,SSp-n2/3,saline,M,1h,1993.958835203515
732,3,SSp-n2/3,saline,M,4h,686.4959996005842
733,4,SSp-n2/3,morphine,F,4h,174.74443626196688
734,5,SSp-n2/3,saline,F,4h,14.041963628193768
735,6,SSp-n2/3,morphine,M,1h,152.90138172922101
736,7,SSp-n2/3,morphine,M,4h,49.92698178913339
737,8,SSp-n2/3,saline,M,4h,42.1258908845813
738,9,SSp-n2/3,morphine,F,4h,59.28829087459591
739,10,SSp-n2/3,saline,F,1h,63.96894541732716
740,11,SSp-n2/3,saline,M,1h,45.24632724640214
741,12,SSp-n2/3,morphine,M,1h,0.0
742,13,SSp-n2/3,saline,M,4h,0.0
743,14,SSp-n2/3,morphine,M,1h,57.72807269368549
744,15,SSp-n2/3,morphine,F,4h,18.722618170925024
745,16,SSp-n2/3,saline,F,4h,7.801090904552093
746,17,SSp-n2/3,morphine,M,1h,26.523709075477118
747,18,SSp-n2/3,saline,M,1h,6.240872723641674
748,19,SSp-n2/3,morphine,F,1h,0.0
749,20,SSp-n2/3,morphine,F,1h,14.041963628193768
750,21,SSp-n2/3,morphine,F,1h,0.0
751,22,SSp-n2/3,morphine,M,4h,101.41418175917721
752,23,SSp-n2/3,morphine,M,4h,162.26269081468354
753,24,SSp-n2/3,saline,F,1h,34.32479998002921
754,25,SSp-n2/3,saline,F,4h,48.366763608222975
755,26,SSp-n2/3,saline,F,4h,23.40327271365628
756,0,SSp-n4,morphine,M,1h,147.7757020258042
757,1,SSp-n4,morphine,M,4h,322.91727479712773
758,2,SSp-n4,saline,M,1h,255.41479362484677
759,3,SSp-n4,saline,M,4h,211.6294004320159
760,4,SSp-n4,morphine,F,4h,182.439138303462
761,5,SSp-n4,saline,F,4h,29.19026212855392
762,6,SSp-n4,morphine,M,1h,213.45379181505052
763,7,SSp-n4,morphine,M,4h,76.62443808745404
764,8,SSp-n4,saline,M,4h,67.50248117228094
765,9,SSp-n4,morphine,F,4h,71.15126393835017
766,10,SSp-n4,saline,F,1h,109.4634829820772
767,11,SSp-n4,saline,M,1h,63.85369840621169
768,12,SSp-n4,morphine,M,1h,0.0
769,13,SSp-n4,saline,M,4h,10.946348298207718
770,14,SSp-n4,morphine,M,1h,43.785393192830874
771,15,SSp-n4,morphine,F,4h,3.64878276606924
772,16,SSp-n4,saline,F,4h,1.82439138303462
773,17,SSp-n4,morphine,M,1h,12.770739681242338
774,18,SSp-n4,saline,M,1h,3.64878276606924
775,19,SSp-n4,morphine,F,1h,5.473174149103859
776,20,SSp-n4,morphine,F,1h,14.59513106427696
777,21,SSp-n4,morphine,F,1h,9.121956915173099
778,22,SSp-n4,morphine,M,4h,116.76104851421567
779,23,SSp-n4,morphine,M,4h,275.4830988382276
780,24,SSp-n4,saline,F,1h,25.541479362484676
781,25,SSp-n4,saline,F,4h,16.41952244731158
782,26,SSp-n4,saline,F,4h,10.946348298207718
783,0,SSp-n5,morphine,M,1h,91.65159702907825
784,1,SSp-n5,morphine,M,4h,61.688574923418045
785,2,SSp-n5,saline,M,1h,47.58832922663678
786,3,SSp-n5,saline,M,4h,79.31388204439463
787,4,SSp-n5,morphine,F,4h,167.44041764927755
788,5,SSp-n5,saline,F,4h,19.387837833074244
789,6,SSp-n5,morphine,M,1h,202.69103189123072
790,7,SSp-n5,morphine,M,4h,40.538206378246144
791,8,SSp-n5,saline,M,4h,28.200491393562537
792,9,SSp-n5,morphine,F,4h,89.88906631698059
793,10,SSp-n5,saline,F,1h,81.07641275649229
794,11,SSp-n5,saline,M,1h,116.32702699844546
795,12,SSp-n5,morphine,M,1h,12.33771498468361
796,13,SSp-n5,saline,M,4h,14.100245696781268
797,14,SSp-n5,morphine,M,1h,79.31388204439463
798,15,SSp-n5,morphine,F,4h,5.287592136292975
799,16,SSp-n5,saline,F,4h,0.0
800,17,SSp-n5,morphine,M,1h,37.01314495405083
801,18,SSp-n5,saline,M,1h,8.812653560488293
802,19,SSp-n5,morphine,F,1h,33.488083529855516
803,20,SSp-n5,morphine,F,1h,12.33771498468361
804,21,SSp-n5,morphine,F,1h,1.7625307120976585
805,22,SSp-n5,morphine,M,4h,74.02628990810166
806,23,SSp-n5,morphine,M,4h,139.23992625571503
807,24,SSp-n5,saline,F,1h,1.7625307120976585
808,25,SSp-n5,saline,F,4h,1.7625307120976585
809,26,SSp-n5,saline,F,4h,17.625307120976586
810,0,SSp-n6a,morphine,M,1h,64.61168378047932
811,1,SSp-n6a,morphine,M,4h,6.212661901969166
812,2,SSp-n6a,saline,M,1h,14.910388564725997
813,3,SSp-n6a,saline,M,4h,12.425323803938332
814,4,SSp-n6a,morphine,F,4h,45.97369807457183
815,5,SSp-n6a,saline,F,4h,0.0
816,6,SSp-n6a,morphine,M,1h,36.03343903142116
817,7,SSp-n6a,morphine,M,4h,11.182791423544497
818,8,SSp-n6a,saline,M,4h,1.242532380393833
819,9,SSp-n6a,morphine,F,4h,52.18635997654099
820,10,SSp-n6a,saline,F,1h,69.58181330205466
821,11,SSp-n6a,saline,M,1h,33.548374270633495
822,12,SSp-n6a,morphine,M,1h,9.940259043150665
823,13,SSp-n6a,saline,M,4h,0.0
824,14,SSp-n6a,morphine,M,1h,101.88765519229432
825,15,SSp-n6a,morphine,F,4h,8.697726662756832
826,16,SSp-n6a,saline,F,4h,1.242532380393833
827,17,SSp-n6a,morphine,M,1h,3.727597141181499
828,18,SSp-n6a,saline,M,1h,7.455194282362998
829,19,SSp-n6a,morphine,F,1h,18.637985705907496
830,20,SSp-n6a,morphine,F,1h,0.0
831,21,SSp-n6a,morphine,F,1h,0.0
832,22,SSp-n6a,morphine,M,4h,0.0
833,23,SSp-n6a,morphine,M,4h,147.86135326686613
834,24,SSp-n6a,saline,F,1h,0.0
835,25,SSp-n6a,saline,F,4h,6.212661901969166
836,26,SSp-n6a,saline,F,4h,7.455194282362998
837,0,SSp-n6b,morphine,M,1h,149.48800358771211
838,1,SSp-n6b,morphine,M,4h,0.0
839,2,SSp-n6b,saline,M,1h,74.74400179385606
840,3,SSp-n6b,saline,M,4h,0.0
841,4,SSp-n6b,morphine,F,4h,112.11600269078407
842,5,SSp-n6b,saline,F,4h,0.0
843,6,SSp-n6b,morphine,M,1h,18.686000448464014
844,7,SSp-n6b,morphine,M,4h,0.0
845,8,SSp-n6b,saline,M,4h,0.0
846,9,SSp-n6b,morphine,F,4h,0.0
847,10,SSp-n6b,saline,F,1h,37.37200089692803
848,11,SSp-n6b,saline,M,1h,18.686000448464014
849,12,SSp-n6b,morphine,M,1h,0.0
850,13,SSp-n6b,saline,M,4h,0.0
851,14,SSp-n6b,morphine,M,1h,74.74400179385606
852,15,SSp-n6b,morphine,F,4h,0.0
853,16,SSp-n6b,saline,F,4h,0.0
854,17,SSp-n6b,morphine,M,1h,0.0
855,18,SSp-n6b,saline,M,1h,18.686000448464014
856,19,SSp-n6b,morphine,F,1h,18.686000448464014
857,20,SSp-n6b,morphine,F,1h,0.0
858,21,SSp-n6b,morphine,F,1h,18.686000448464014
859,22,SSp-n6b,morphine,M,4h,0.0
860,23,SSp-n6b,morphine,M,4h,149.48800358771211
861,24,SSp-n6b,saline,F,1h,0.0
862,25,SSp-n6b,saline,F,4h,0.0
863,26,SSp-n6b,saline,F,4h,0.0
864,0,SSp-bfd,morphine,M,1h,560.7702559567924
865,1,SSp-bfd,morphine,M,4h,533.2565706815442
866,2,SSp-bfd,saline,M,1h,1385.2265823549808
867,3,SSp-bfd,saline,M,4h,346.86328083997853
868,4,SSp-bfd,morphine,F,4h,149.8144019033745
869,5,SSp-bfd,saline,F,4h,15.426748391324125
870,6,SSp-bfd,morphine,M,1h,167.14961401321293
871,7,SSp-bfd,morphine,M,4h,44.053704169038994
872,8,SSp-bfd,saline,M,4h,34.51138557646737
873,9,SSp-bfd,morphine,F,4h,86.51702190598272
874,10,SSp-bfd,saline,F,1h,105.60165909112597
875,11,SSp-bfd,saline,M,1h,102.898002156564
876,12,SSp-bfd,morphine,M,1h,60.75276170603934
877,13,SSp-bfd,saline,M,4h,1.2723091456762166
878,14,SSp-bfd,morphine,M,1h,218.0419798402616
879,15,SSp-bfd,morphine,F,4h,40.07773808880082
880,16,SSp-bfd,saline,F,4h,2.862695577771487
881,17,SSp-bfd,morphine,M,1h,80.4735534640207
882,18,SSp-bfd,saline,M,1h,9.383279949362096
883,19,SSp-bfd,morphine,F,1h,83.4952876850017
884,20,SSp-bfd,morphine,F,1h,113.07647532197373
885,21,SSp-bfd,morphine,F,1h,17.81232803946703
886,22,SSp-bfd,morphine,M,4h,204.20561788103274
887,23,SSp-bfd,morphine,M,4h,351.63444013626435
888,24,SSp-bfd,saline,F,1h,138.68169687870758
889,25,SSp-bfd,saline,F,4h,12.245975527133583
890,26,SSp-bfd,saline,F,4h,12.564052813552637
891,0,SSp-bfd1,morphine,M,1h,1120.9053007742705
892,1,SSp-bfd1,morphine,M,4h,1770.101250744491
893,2,SSp-bfd1,saline,M,1h,1086.360929124479
894,3,SSp-bfd1,saline,M,4h,838.5944014294224
895,4,SSp-bfd1,morphine,F,4h,60.750446694461
896,5,SSp-bfd1,saline,F,4h,8.338296605122098
897,6,SSp-bfd1,morphine,M,1h,3.57355568790947
898,7,SSp-bfd1,morphine,M,4h,17.86777843954735
899,8,SSp-bfd1,saline,M,4h,10.720667063728412
900,9,SSp-bfd1,morphine,F,4h,10.720667063728412
901,10,SSp-bfd1,saline,F,1h,14.29422275163788
902,11,SSp-bfd1,saline,M,1h,7.14711137581894
903,12,SSp-bfd1,morphine,M,1h,38.11792733770102
904,13,SSp-bfd1,saline,M,4h,0.0
905,14,SSp-bfd1,morphine,M,1h,13.103037522334725
906,15,SSp-bfd1,morphine,F,4h,46.456223942823115
907,16,SSp-bfd1,saline,F,4h,0.0
908,17,SSp-bfd1,morphine,M,1h,0.0
909,18,SSp-bfd1,saline,M,1h,0.0
910,19,SSp-bfd1,morphine,F,1h,84.57415128052413
911,20,SSp-bfd1,morphine,F,1h,52.4121500893389
912,21,SSp-bfd1,morphine,F,1h,0.0
913,22,SSp-bfd1,morphine,M,4h,179.86896962477667
914,23,SSp-bfd1,morphine,M,4h,0.0
915,24,SSp-bfd1,saline,F,1h,344.2525312686123
916,25,SSp-bfd1,saline,F,4h,7.14711137581894
917,26,SSp-bfd1,saline,F,4h,1.1911852293031568
918,0,SSp-bfd2/3,morphine,M,1h,1050.7638320888632
919,1,SSp-bfd2/3,morphine,M,4h,1044.1677000606846
920,2,SSp-bfd2/3,saline,M,1h,4332.339516107755
921,3,SSp-bfd2/3,saline,M,4h,724.2552966940187
922,4,SSp-bfd2/3,morphine,F,4h,120.04960291285192
923,5,SSp-bfd2/3,saline,F,4h,19.128782881718163
924,6,SSp-bfd2/3,morphine,M,1h,60.68441465924383
925,7,SSp-bfd2/3,morphine,M,4h,56.06712223951875
926,8,SSp-bfd2/3,saline,M,4h,69.25938629587611
927,9,SSp-bfd2/3,morphine,F,4h,73.21706551278331
928,10,SSp-bfd2/3,saline,F,1h,53.42866942824728
929,11,SSp-bfd2/3,saline,M,1h,66.62093348460463
930,12,SSp-bfd2/3,morphine,M,1h,48.81137700852221
931,13,SSp-bfd2/3,saline,M,4h,0.0
932,14,SSp-bfd2/3,morphine,M,1h,122.68805572412339
933,15,SSp-bfd2/3,morphine,F,4h,43.534471385979266
934,16,SSp-bfd2/3,saline,F,4h,2.638452811271471
935,17,SSp-bfd2/3,morphine,M,1h,5.276905622542942
936,18,SSp-bfd2/3,saline,M,1h,1.978839608453603
937,19,SSp-bfd2/3,morphine,F,1h,27.703754518350443
938,20,SSp-bfd2/3,morphine,F,1h,118.73037650721618
939,21,SSp-bfd2/3,morphine,F,1h,2.638452811271471
940,22,SSp-bfd2/3,morphine,M,4h,156.9879422706525
941,23,SSp-bfd2/3,morphine,M,4h,75.85551832405478
942,24,SSp-bfd2/3,saline,F,1h,230.8646209862537
943,25,SSp-bfd2/3,saline,F,4h,22.426848895807503
944,26,SSp-bfd2/3,saline,F,4h,30.342207329621914
945,0,SSp-bfd4,morphine,M,1h,351.9027718390392
946,1,SSp-bfd4,morphine,M,4h,164.63743870961702
947,2,SSp-bfd4,saline,M,1h,839.5729101969096
948,3,SSp-bfd4,saline,M,4h,181.80342757981404
949,4,SSp-bfd4,morphine,F,4h,186.4850609080496
950,5,SSp-bfd4,saline,F,4h,24.188438862550367
951,6,SSp-bfd4,morphine,M,1h,154.49389983177332
952,7,SSp-bfd4,morphine,M,4h,66.32313881667037
953,8,SSp-bfd4,saline,M,4h,46.03606106098296
954,9,SSp-bfd4,morphine,F,4h,109.23811099216294
955,10,SSp-bfd4,saline,F,1h,119.38164987000665
956,11,SSp-bfd4,saline,M,1h,88.17076101510295
957,12,SSp-bfd4,morphine,M,1h,104.5564776639274
958,13,SSp-bfd4,saline,M,4h,3.9013611068629626
959,14,SSp-bfd4,morphine,M,1h,202.09050533550146
960,15,SSp-bfd4,morphine,F,4h,19.50680553431481
961,16,SSp-bfd4,saline,F,4h,3.12108888549037
962,17,SSp-bfd4,morphine,M,1h,53.83878327470888
963,18,SSp-bfd4,saline,M,1h,3.9013611068629626
964,19,SSp-bfd4,morphine,F,1h,69.44422770216073
965,20,SSp-bfd4,morphine,F,1h,163.85716648824442
966,21,SSp-bfd4,morphine,F,1h,29.650344412158514
967,22,SSp-bfd4,morphine,M,4h,277.7769108086429
968,23,SSp-bfd4,morphine,M,4h,727.2137103192562
969,24,SSp-bfd4,saline,F,1h,65.54286659529777
970,25,SSp-bfd4,saline,F,4h,12.48435554196148
971,26,SSp-bfd4,saline,F,4h,13.264627763334072
972,0,SSp-bfd5,morphine,M,1h,254.9588671879527
973,1,SSp-bfd5,morphine,M,4h,44.70058061087482
974,2,SSp-bfd5,saline,M,1h,85.26221857259458
975,3,SSp-bfd5,saline,M,4h,80.29548739360848
976,4,SSp-bfd5,morphine,F,4h,287.2426198513623
977,5,SSp-bfd5,saline,F,4h,8.277885298310153
978,6,SSp-bfd5,morphine,M,1h,285.5870427917003
979,7,SSp-bfd5,morphine,M,4h,59.6007741478331
980,8,SSp-bfd5,saline,M,4h,27.317021484423506
981,9,SSp-bfd5,morphine,F,4h,163.07434037671
982,10,SSp-bfd5,saline,F,1h,136.58510742211752
983,11,SSp-bfd5,saline,M,1h,275.6535804337281
984,12,SSp-bfd5,morphine,M,1h,106.78472034820098
985,13,SSp-bfd5,saline,M,4h,2.483365589493046
986,14,SSp-bfd5,morphine,M,1h,554.6183149867802
987,15,SSp-bfd5,morphine,F,4h,37.25048384239569
988,16,SSp-bfd5,saline,F,4h,2.483365589493046
989,17,SSp-bfd5,morphine,M,1h,147.34635830992073
990,18,SSp-bfd5,saline,M,1h,6.622308238648122
991,19,SSp-bfd5,morphine,F,1h,193.70251598045758
992,20,SSp-bfd5,morphine,F,1h,223.50290305437412
993,21,SSp-bfd5,morphine,F,1h,21.522501775606397
994,22,SSp-bfd5,morphine,M,4h,361.74358753615365
995,23,SSp-bfd5,morphine,M,4h,542.201487039315
996,24,SSp-bfd5,saline,F,1h,57.11740855834005
997,25,SSp-bfd5,saline,F,4h,12.41682794746523
998,26,SSp-bfd5,saline,F,4h,5.794519708817107
999,0,SSp-bfd6a,morphine,M,1h,168.97574465064457
1000,1,SSp-bfd6a,morphine,M,4h,13.88841736854613
1001,2,SSp-bfd6a,saline,M,1h,32.4063071932743
1002,3,SSp-bfd6a,saline,M,4h,32.4063071932743
1003,4,SSp-bfd6a,morphine,F,4h,77.92945301239773
1004,5,SSp-bfd6a,saline,F,4h,13.116838625849123
1005,6,SSp-bfd6a,morphine,M,1h,312.4893907922879
1006,7,SSp-bfd6a,morphine,M,4h,8.48736616966708
1007,8,SSp-bfd6a,saline,M,4h,6.944208684273065
1008,9,SSp-bfd6a,morphine,F,4h,67.12735061463962
1009,10,SSp-bfd6a,saline,F,1h,190.57994944616078
1010,11,SSp-bfd6a,saline,M,1h,70.21366558542766
1011,12,SSp-bfd6a,morphine,M,1h,9.258944912364086
1012,13,SSp-bfd6a,saline,M,4h,0.0
1013,14,SSp-bfd6a,morphine,M,1h,175.91995333491764
1014,15,SSp-bfd6a,morphine,F,4h,59.41156318766956
1015,16,SSp-bfd6a,saline,F,4h,5.401051198879051
1016,17,SSp-bfd6a,morphine,M,1h,168.97574465064457
1017,18,SSp-bfd6a,saline,M,1h,27.005255994395252
1018,19,SSp-bfd6a,morphine,F,1h,59.41156318766956
1019,20,SSp-bfd6a,morphine,F,1h,3.086314970788029
1020,21,SSp-bfd6a,morphine,F,1h,30.09157096518328
1021,22,SSp-bfd6a,morphine,M,4h,70.98524432812467
1022,23,SSp-bfd6a,morphine,M,4h,363.4135878102904
1023,24,SSp-bfd6a,saline,F,1h,56.325248216881526
1024,25,SSp-bfd6a,saline,F,4h,4.629472456182043
1025,26,SSp-bfd6a,saline,F,4h,4.629472456182043
1026,0,SSp-bfd6b,morphine,M,1h,95.52792827217272
1027,1,SSp-bfd6b,morphine,M,4h,6.8234234480123375
1028,2,SSp-bfd6b,saline,M,1h,61.410811032111035
1029,3,SSp-bfd6b,saline,M,4h,47.76396413608636
1030,4,SSp-bfd6b,morphine,F,4h,150.11531585627142
1031,5,SSp-bfd6b,saline,F,4h,20.47027034403701
1032,6,SSp-bfd6b,morphine,M,1h,54.5873875840987
1033,7,SSp-bfd6b,morphine,M,4h,61.410811032111035
1034,8,SSp-bfd6b,saline,M,4h,13.646846896024675
1035,9,SSp-bfd6b,morphine,F,4h,0.0
1036,10,SSp-bfd6b,saline,F,1h,40.94054068807402
1037,11,SSp-bfd6b,saline,M,1h,20.47027034403701
1038,12,SSp-bfd6b,morphine,M,1h,6.8234234480123375
1039,13,SSp-bfd6b,saline,M,4h,0.0
1040,14,SSp-bfd6b,morphine,M,1h,115.99819861620973
1041,15,SSp-bfd6b,morphine,F,4h,0.0
1042,16,SSp-bfd6b,saline,F,4h,0.0
1043,17,SSp-bfd6b,morphine,M,1h,218.3495503363948
1044,18,SSp-bfd6b,saline,M,1h,54.5873875840987
1045,19,SSp-bfd6b,morphine,F,1h,81.88108137614805
